hidden_size,num_layers,learning_rate,num_epochs,rmse,mae,r2,avg_epoch_time,epoch_times,epoch_losses
50,2,0.01,30,180.70488,127.613434,-0.053186118602752686,19.397288179397584,"[19.425647974014282, 19.392853498458862, 19.42755389213562, 19.36615514755249, 19.37423038482666]","[265137.75800426764, 35850.17848118945, 35850.086893872925, 35849.57708207176, 35854.20472990478]"
50,2,0.005,30,180.49138,128.59665,-0.05308407545089722,19.384989142417908,"[19.380436182022095, 19.332565784454346, 19.417306900024414, 19.428388118743896, 19.346996784210205, 19.40424108505249]","[477346.01232003956, 36902.617245203546, 35851.3790603038, 35850.28054649653, 35850.9694620324, 35847.82397101123]"
50,2,0.001,30,180.88455,128.56522,-0.059046924114227295,19.352355612648857,"[19.33947491645813, 19.344985246658325, 19.404088735580444, 19.321024894714355, 19.359337091445923, 19.38189148902893, 19.350878715515137, 19.312569618225098, 19.35694980621338]","[1141164.5532887555, 620269.0039787459, 298071.43764712405, 111154.67089097468, 41760.833237827086, 35842.4958544069, 35841.849429667775, 35842.34282541067, 35841.476364735434]"
50,2,0.0005,30,180.8383,128.49196,-0.05810469388961792,19.409026861190796,"[19.3061044216156, 19.33114767074585, 19.414633989334106, 19.360630989074707, 19.39157009124756, 19.43431544303894, 19.418322563171387, 19.406638622283936, 19.457568883895874, 19.44214129447937, 19.487462997436523, 19.40944194793701, 19.457370281219482]","[1302334.556905022, 973827.3847400382, 711836.434868825, 509440.80902872543, 349305.7722903589, 223155.76640966156, 130465.04724814069, 70552.65920340859, 41675.871412918554, 35928.92751235629, 35842.21176040849, 35848.40336708835, 35844.14689816137]"
50,2,0.0001,30,374.33286,289.6835,-2.7154979705810547,19.412627053260803,"[19.363908529281616, 19.358168840408325, 19.372539281845093, 19.40045166015625, 19.486492395401, 19.363981246948242, 19.392154455184937, 19.41986632347107, 19.410131692886353, 19.41442561149597, 19.413897275924683, 19.430327892303467, 19.424640417099, 19.381072521209717, 19.410792589187622, 19.405309677124023, 19.378764629364014, 19.485682249069214, 19.385003566741943, 19.35832142829895, 19.434165000915527, 19.39135479927063, 19.37019157409668, 19.364064931869507, 19.582475662231445, 19.527162790298462, 19.383249521255493, 19.453141689300537, 19.42455506324768, 19.392518281936646]","[1449232.6442753822, 1371138.4912493178, 1296183.163687227, 1224007.8956741267, 1154604.1802589383, 1087945.955931018, 1024030.3613792986, 962956.0684446644, 904579.9327664438, 848989.2348185044, 796140.3210374591, 746061.5073519378, 698678.4756157887, 653974.112172489, 611899.6615507301, 572170.0999036231, 534270.2789599822, 497852.10435572464, 462811.96036606166, 429197.8960195483, 396949.81117801584, 366108.6314436067, 336664.1084986524, 308570.325255015, 281891.80504571507, 256591.2346159423, 232676.1709325532, 210140.59767117564, 188990.6805926327, 169242.34032030398]"
50,2,5e-05,30,744.7196,568.03766,-12.990565299987793,19.428974421819053,"[19.369824647903442, 19.347765684127808, 19.346540927886963, 19.398754596710205, 19.356191158294678, 19.393857717514038, 19.40395426750183, 19.381943225860596, 19.375714540481567, 19.464510202407837, 20.185920000076294, 19.65582537651062, 19.456153869628906, 19.39526104927063, 19.402008056640625, 19.428685188293457, 19.39469623565674, 19.38758158683777, 19.395193099975586, 19.343839168548584, 19.428257703781128, 19.36944341659546, 19.377057790756226, 19.390854597091675, 19.367143392562866, 19.407965183258057, 19.4017915725708, 19.41525650024414, 19.426642417907715, 19.400599479675293]","[1471358.8992221616, 1431341.1452135644, 1392350.0600266103, 1354053.203483215, 1316429.5066013918, 1279546.7670066867, 1243330.574594023, 1207799.6272772243, 1172991.5297147925, 1138894.2440382778, 1105427.9756328466, 1072734.4275808542, 1040679.1557809089, 1009332.2298034935, 978705.0252882779, 948737.0756004367, 919473.2236967795, 890908.2361234307, 863054.7917235262, 835869.9958122954, 809400.8391870224, 783594.344602893, 758515.6941099209, 734105.6321216567, 710400.4147874591, 687364.4854240584, 664992.4142074918, 643341.8380398813, 622314.5713743519, 601921.924736456]"
50,2,1e-05,30,1191.4939,1071.2008,-37.85569763183594,19.37479019165039,"[19.284660577774048, 19.38238549232483, 19.357952117919922, 19.36411762237549, 19.484835147857666]","[1489065.2478677675, 1480109.9618415665, 1472069.5268149562, 1464040.9510780568, 1456055.7073382915]"
50,3,0.05,30,182.88983,126.90085,-0.08354401588439941,21.497721004486085,"[21.404391050338745, 21.466195821762085, 21.50694727897644, 21.546855211257935, 21.564215660095215]","[83274.709433743, 35885.29098937189, 35881.96643226324, 35893.63983993863, 35888.90529502636]"
50,3,0.01,30,181.19371,128.52542,-0.06367135047912598,21.500848293304443,"[21.478087663650513, 21.518880128860474, 21.54453206062317, 21.43883180618286, 21.5239098072052]","[264578.78078637266, 35852.4425827093, 35853.332908796954, 35851.75142086645, 35854.41303436412]"
50,3,0.005,30,181.28926,128.27342,-0.0642957091331482,21.499581893285114,"[21.43468427658081, 21.476640224456787, 21.441561222076416, 21.501861333847046, 21.620563507080078, 21.522180795669556]","[475911.7738175705, 36903.888141748685, 35849.83919022073, 35846.341715183844, 35848.49723409461, 35850.77166881311]"
